filename,width,height,class,xmin,ymin,xmax,ymax
MOVIE_1.mp4_frame_910.jpg,1080,1920,connection,517,853,599,867
VID_3.mp4_frame_980.jpg,1920,1080,connection,671,480,787,497
VID_11.mp4_frame_480.jpg,1920,1080,connection,856,498,1022,521
MOVIE_3.mp4_frame_830.jpg,1080,1920,connection,500,845,601,870
20200529_101758.jpg,3024,4032,connection,1421,1744,1832,1840
MOVIE_2.mp4_frame_120.jpg,1080,1920,connection,480,873,572,890
VID_11.mp4_frame_620.jpg,1920,1080,connection,893,490,1062,525
VID_10.mp4_frame_104.jpg,2160,3840,connection,981,2109,1243,2151
MOVIE_1.mp4_frame_220.jpg,1080,1920,connection,524,909,605,919
VID_10.mp4_frame_256.jpg,2160,3840,connection,989,2164,1245,2222
MOVIE_1.mp4_frame_210.jpg,1080,1920,connection,519,907,601,919
VID_11.mp4_frame_440.jpg,1920,1080,connection,827,492,994,517
VID_4.mp4_frame_10.jpg,1920,1080,connection,667,484,782,510
VID_3.mp4_frame_560.jpg,1920,1080,connection,652,467,768,486
MOVIE_3.mp4_frame_780.jpg,1080,1920,connection,509,848,607,874
MOVIE_3.mp4_frame_810.jpg,1080,1920,connection,505,844,601,864
MOVIE_2.mp4_frame_960.jpg,1080,1920,connection,480,837,567,854
20200529_102032.jpg,3024,4032,connection,1184,1927,1737,2049
20200529_102210.jpg,3024,4032,connection,1514,2193,1748,2253
20200529_101935.jpg,3024,4032,connection,1267,2134,1626,2245
MOVIE_2.mp4_frame_1090.jpg,1080,1920,connection,497,834,591,855
20200529_102220.jpg,3024,4032,connection,1488,1830,1756,1893
20200529_101824.jpg,3024,4032,connection,1443,1382,1943,1493
MOVIE_2.mp4_frame_1180.jpg,1080,1920,connection,514,829,602,848
MOVIE_1.mp4_frame_820.jpg,1080,1920,connection,559,881,637,897
VID_11.mp4_frame_100.jpg,1920,1080,connection,882,380,1049,401
VID_11.mp4_frame_30.jpg,1920,1080,connection,863,340,1030,365
MOVIE_1.mp4_frame_550.jpg,1080,1920,connection,533,877,621,889
MOVIE_3.mp4_frame_280.jpg,1080,1920,connection,505,847,603,875
MOVIE_2.mp4_frame_1150.jpg,1080,1920,connection,509,835,596,852
20200529_101804(0).jpg,3024,4032,connection,1330,1103,1763,1170
20200529_101834.jpg,3024,4032,connection,1359,1160,1870,1244
20200529_101751.jpg,3024,4032,connection,1722,1548,1985,1597
VID_3.mp4_frame_190.jpg,1920,1080,connection,639,439,765,454
VID_3.mp4_frame_260.jpg,1920,1080,connection,637,434,764,448
20200529_101740.jpg,3024,4032,connection,1482,1930,1756,2002
VID_11.mp4_frame_340.jpg,1920,1080,connection,885,467,1049,492
VID_10.mp4_frame_248.jpg,2160,3840,connection,978,2163,1235,2232
VID_10.mp4_frame_12.jpg,2160,3840,connection,972,2050,1229,2096
VID_11.mp4_frame_150.jpg,1920,1080,connection,888,400,1055,418
VID_11.mp4_frame_540.jpg,1920,1080,connection,895,500,1060,529
VID_3.mp4_frame_340.jpg,1920,1080,connection,634,459,757,477
MOVIE_3.mp4_frame_940.jpg,1080,1920,connection,507,860,601,877
MOVIE_2.mp4_frame_1100.jpg,1080,1920,connection,499,833,591,856
VID_10.mp4_frame_70.jpg,2160,3840,connection,996,2095,1248,2137
VID_3.mp4_frame_500.jpg,1920,1080,connection,641,462,762,484
MOVIE_2.mp4_frame_140.jpg,1080,1920,connection,475,866,574,880
VID_10.mp4_frame_16.jpg,2160,3840,connection,968,2053,1233,2107
VID_3.mp4_frame_390.jpg,1920,1080,connection,631,457,758,478
MOVIE_1.mp4_frame_50.jpg,1080,1920,connection,501,915,585,925
VID_4.mp4_frame_40.jpg,1920,1080,connection,668,489,786,509
MOVIE_2.mp4_frame_1020.jpg,1080,1920,connection,482,837,574,856
VID_10.mp4_frame_224.jpg,2160,3840,connection,972,2170,1222,2221
20200529_101940.jpg,3024,4032,connection,1396,2218,1770,2333
MOVIE_1.mp4_frame_400.jpg,1080,1920,connection,538,901,621,910
MOVIE_1.mp4_frame_190.jpg,1080,1920,connection,517,906,596,915
VID_11.mp4_frame_290.jpg,1920,1080,connection,879,449,1047,478
MOVIE_1.mp4_frame_490.jpg,1080,1920,connection,532,873,616,885
MOVIE_1.mp4_frame_230.jpg,1080,1920,connection,530,909,612,919
VID_10.mp4_frame_56.jpg,2160,3840,connection,991,2085,1240,2134
MOVIE_3.mp4_frame_300.jpg,1080,1920,connection,508,841,603,871
20200529_101939.jpg,3024,4032,connection,1569,2540,1951,2652
VID_3.mp4_frame_690.jpg,1920,1080,connection,651,461,767,478
20200529_101746.jpg,3024,4032,connection,1081,1559,1363,1611
MOVIE_3.mp4_frame_240.jpg,1080,1920,connection,505,836,593,858
MOVIE_2.mp4_frame_1170.jpg,1080,1920,connection,514,832,605,852
MOVIE_3.mp4_frame_870.jpg,1080,1920,connection,507,842,606,861
VID_11.mp4_frame_10.jpg,1920,1080,connection,859,325,1029,354
MOVIE_3.mp4_frame_160.jpg,1080,1920,connection,495,820,599,847
VID_10.mp4_frame_150.jpg,2160,3840,connection,957,2134,1221,2181
20200529_101826(0).jpg,3024,4032,connection,1251,1429,1737,1511
MOVIE_1.mp4_frame_110.jpg,1080,1920,connection,503,912,586,928
MOVIE_1.mp4_frame_600.jpg,1080,1920,connection,554,865,633,877
20200529_102205.jpg,3024,4032,connection,1167,2153,1574,2244
VID_4.mp4_frame_90.jpg,1920,1080,connection,669,489,785,507
VID_3.mp4_frame_880.jpg,1920,1080,connection,654,474,770,488
VID_10.mp4_frame_168.jpg,2160,3840,connection,971,2142,1232,2201
VID_11.mp4_frame_360.jpg,1920,1080,connection,882,468,1050,493
20200529_102222.jpg,3024,4032,connection,1443,1851,1760,1922
VID_11.mp4_frame_640.jpg,1920,1080,connection,897,496,1065,528
MOVIE_2.mp4_frame_110.jpg,1080,1920,connection,475,876,577,894
VID_10.mp4_frame_140.jpg,2160,3840,connection,993,2131,1222,2179
MOVIE_3.mp4_frame_950.jpg,1080,1920,connection,511,862,604,884
20200529_101902.jpg,3024,4032,connection,1462,1897,1817,1967
VID_11.mp4_frame_500.jpg,1920,1080,connection,874,504,1033,534
VID_11.mp4_frame_570.jpg,1920,1080,connection,901,497,1066,532
20200529_102217.jpg,3024,4032,connection,1256,1962,1494,2014
20200529_101833.jpg,3024,4032,connection,1266,1366,1769,1466
20200529_102215.jpg,3024,4032,connection,1490,2070,1731,2121
MOVIE_1.mp4_frame_140.jpg,1080,1920,connection,507,907,589,921
VID_3.mp4_frame_960.jpg,1920,1080,connection,667,483,784,497
MOVIE_2.mp4_frame_220.jpg,1080,1920,connection,484,880,582,895
VID_11.mp4_frame_110.jpg,1920,1080,connection,885,384,1051,406
VID_3.mp4_frame_840.jpg,1920,1080,connection,654,472,771,488
VID_4.mp4_frame_780.jpg,1920,1080,connection,780,528,887,543
VID_10.mp4_frame_28.jpg,2160,3840,connection,979,2065,1238,2101
VID_3.mp4_frame_770.jpg,1920,1080,connection,652,470,770,484
20200529_102208(0).jpg,3024,4032,connection,1373,2012,1600,2051
VID_11.mp4_frame_460.jpg,1920,1080,connection,856,493,1023,518
VID_10.mp4_frame_300.jpg,2160,3840,connection,993,2164,1241,2212
VID_3.mp4_frame_830.jpg,1920,1080,connection,655,471,772,487
VID_4.mp4_frame_800.jpg,1920,1080,connection,787,549,892,566
20200529_101802.jpg,3024,4032,connection,1354,1985,1773,2059
MOVIE_2.mp4_frame_70.jpg,1080,1920,connection,488,887,583,907
MOVIE_3.mp4_frame_920.jpg,1080,1920,connection,507,852,599,872
20200529_101933(0).jpg,3024,4032,connection,1599,1690,1959,1782
MOVIE_2.mp4_frame_990.jpg,1080,1920,connection,484,839,576,862
20200529_101806.jpg,3024,4032,connection,1336,1255,1751,1322
VID_3.mp4_frame_900.jpg,1920,1080,connection,658,476,774,491
MOVIE_2.mp4_frame_1120.jpg,1080,1920,connection,499,828,594,851
20200529_102046(0).jpg,3024,4032,connection,1225,1703,1766,1827
VID_3.mp4_frame_160.jpg,1920,1080,connection,634,442,760,457
MOVIE_2.mp4_frame_1050.jpg,1080,1920,connection,485,834,576,855
MOVIE_1.mp4_frame_280.jpg,1080,1920,connection,533,894,615,907
20200529_101914.jpg,3024,4032,connection,1281,1922,1655,2018
VID_10.mp4_frame_296.jpg,2160,3840,connection,991,2167,1234,2210
20200529_102223.jpg,3024,4032,connection,1655,1867,1964,1940
MOVIE_3.mp4_frame_860.jpg,1080,1920,connection,511,839,607,862
20200529_102037.jpg,3024,4032,connection,1269,1844,1815,1970
MOVIE_1.mp4_frame_670.jpg,1080,1920,connection,552,870,635,886
MOVIE_1.mp4_frame_610.jpg,1080,1920,connection,560,861,635,871
MOVIE_3.mp4_frame_290.jpg,1080,1920,connection,510,845,604,875
VID_10.mp4_frame_112.jpg,2160,3840,connection,972,2111,1241,2155
VID_10.mp4_frame_30.jpg,2160,3840,connection,970,2065,1230,2110
MOVIE_1.mp4_frame_640.jpg,1080,1920,connection,563,860,637,874
20200529_101829.jpg,3024,4032,connection,1384,1481,1880,1581
20200529_102212.jpg,3024,4032,connection,1510,2053,1751,2104
20200529_101825.jpg,3024,4032,connection,1425,1015,1921,1112
MOVIE_2.mp4_frame_190.jpg,1080,1920,connection,486,867,577,886
MOVIE_3.mp4_frame_340.jpg,1080,1920,connection,508,841,605,867
MOVIE_3.mp4_frame_140.jpg,1080,1920,connection,501,825,596,847
VID_3.mp4_frame_940.jpg,1920,1080,connection,659,480,775,493
20200529_102108.jpg,3024,4032,connection,1233,2396,1836,2537
MOVIE_1.mp4_frame_880.jpg,1080,1920,connection,543,883,625,897
MOVIE_2.mp4_frame_20.jpg,1080,1920,connection,488,895,581,909
MOVIE_2.mp4_frame_230.jpg,1080,1920,connection,493,876,580,892
VID_3.mp4_frame_650.jpg,1920,1080,connection,649,463,766,481
MOVIE_2.mp4_frame_50.jpg,1080,1920,connection,493,890,588,904
VID_11.mp4_frame_470.jpg,1920,1080,connection,853,493,1020,524
MOVIE_1.mp4_frame_20.jpg,1080,1920,connection,500,922,582,930
VID_3.mp4_frame_20.jpg,1920,1080,connection,611,426,737,442
VID_3.mp4_frame_1030.jpg,1920,1080,connection,660,475,777,495
VID_4.mp4_frame_740.jpg,1920,1080,connection,766,514,872,528
20200529_101916.jpg,3024,4032,connection,1607,1567,1977,1649
VID_10.mp4_frame_116.jpg,2160,3840,connection,978,2116,1244,2159
VID_10.mp4_frame_124.jpg,2160,3840,connection,974,2121,1237,2155
VID_10.mp4_frame_268.jpg,2160,3840,connection,977,2161,1261,2225
VID_10.mp4_frame_288.jpg,2160,3840,connection,988,2161,1261,2212
20200529_101852(0).jpg,3024,4032,connection,1506,1876,1627,1899
VID_11.mp4_frame_420.jpg,1920,1080,connection,846,496,1002,524
MOVIE_3.mp4_frame_40.jpg,1080,1920,connection,512,817,608,838
VID_3.mp4_frame_1040.jpg,1920,1080,connection,663,478,779,497
20200529_101742.jpg,3024,4032,connection,1147,1888,1432,1946
VID_11.mp4_frame_240.jpg,1920,1080,connection,878,434,1044,462
VID_3.mp4_frame_100.jpg,1920,1080,connection,620,427,747,445
VID_10.mp4_frame_244.jpg,2160,3840,connection,990,2168,1240,2224
MOVIE_3.mp4_frame_820.jpg,1080,1920,connection,503,844,598,871
MOVIE_1.mp4_frame_290.jpg,1080,1920,connection,535,900,613,911
MOVIE_1.mp4_frame_90.jpg,1080,1920,connection,498,908,583,920
VID_3.mp4_frame_410.jpg,1920,1080,connection,640,462,758,478
VID_11.mp4_frame_650.jpg,1920,1080,connection,894,493,1062,528
VID_11.mp4_frame_260.jpg,1920,1080,connection,877,441,1042,467
VID_10.mp4_frame_236.jpg,2160,3840,connection,974,2166,1239,2235
MOVIE_2.mp4_frame_250.jpg,1080,1920,connection,493,872,591,891
MOVIE_3.mp4_frame_330.jpg,1080,1920,connection,508,835,602,866
VID_10.mp4_frame_48.jpg,2160,3840,connection,992,2083,1248,2121
20200529_101923.jpg,3024,4032,connection,1362,892,1754,1001
VID_4.mp4_frame_70.jpg,1920,1080,connection,668,489,786,507
VID_10.mp4_frame_232.jpg,2160,3840,connection,976,2172,1231,2224
VID_4.mp4_frame_770.jpg,1920,1080,connection,784,524,888,542
VID_11.mp4_frame_610.jpg,1920,1080,connection,895,495,1063,528
VID_10.mp4_frame_208.jpg,2160,3840,connection,974,2164,1235,2222
VID_3.mp4_frame_570.jpg,1920,1080,connection,647,466,766,484
VID_10.mp4_frame_160.jpg,2160,3840,connection,982,2127,1235,2192
MOVIE_3.mp4_frame_70.jpg,1080,1920,connection,516,825,603,845
MOVIE_3.mp4_frame_220.jpg,1080,1920,connection,508,829,596,852
VID_10.mp4_frame_196.jpg,2160,3840,connection,977,2168,1224,2218
MOVIE_2.mp4_frame_270.jpg,1080,1920,connection,497,868,590,888
VID_4.mp4_frame_120.jpg,1920,1080,connection,669,489,785,504
MOVIE_1.mp4_frame_10.jpg,1080,1920,connection,505,924,585,933
VID_10.mp4_frame_8.jpg,2160,3840,connection,975,2047,1224,2095
VID_3.mp4_frame_330.jpg,1920,1080,connection,629,457,757,476
20200529_101808.jpg,3024,4032,connection,1455,1334,1870,1412
MOVIE_1.mp4_frame_390.jpg,1080,1920,connection,536,905,621,916
20200529_101828.jpg,3024,4032,connection,1292,1518,1778,1623
MOVIE_2.mp4_frame_210.jpg,1080,1920,connection,482,874,580,891
20200529_101818.jpg,3024,4032,connection,1392,1512,1866,1601
VID_11.mp4_frame_380.jpg,1920,1080,connection,889,473,1047,507
20200529_102034.jpg,3024,4032,connection,1347,1823,1888,1959
VID_3.mp4_frame_990.jpg,1920,1080,connection,669,478,784,497
VID_10.mp4_frame_108.jpg,2160,3840,connection,980,2113,1244,2153
MOVIE_1.mp4_frame_150.jpg,1080,1920,connection,509,904,590,917
MOVIE_2.mp4_frame_100.jpg,1080,1920,connection,481,880,578,900
MOVIE_1.mp4_frame_510.jpg,1080,1920,connection,529,876,612,888
VID_3.mp4_frame_920.jpg,1920,1080,connection,655,477,772,493
MOVIE_1.mp4_frame_250.jpg,1080,1920,connection,530,898,612,908
20200529_102044.jpg,3024,4032,connection,1154,1915,1732,2037
VID_4.mp4_frame_750.jpg,1920,1080,connection,773,513,880,532
VID_10.mp4_frame_148.jpg,2160,3840,connection,972,2127,1229,2188
MOVIE_1.mp4_frame_160.jpg,1080,1920,connection,513,900,590,911
VID_11.mp4_frame_510.jpg,1920,1080,connection,880,495,1039,528
VID_3.mp4_frame_210.jpg,1920,1080,connection,637,433,763,448
MOVIE_1.mp4_frame_310.jpg,1080,1920,connection,529,911,614,922
VID_10.mp4_frame_76.jpg,2160,3840,connection,996,2098,1252,2139
VID_11.mp4_frame_300.jpg,1920,1080,connection,881,454,1048,477
VID_11.mp4_frame_20.jpg,1920,1080,connection,861,329,1029,359
20200529_101920.jpg,3024,4032,connection,1467,1211,1841,1308
VID_3.mp4_frame_180.jpg,1920,1080,connection,634,442,762,457
VID_4.mp4_frame_790.jpg,1920,1080,connection,780,547,890,563
VID_3.mp4_frame_290.jpg,1920,1080,connection,636,435,758,453
MOVIE_2.mp4_frame_1210.jpg,1080,1920,connection,511,835,603,856
VID_11.mp4_frame_530.jpg,1920,1080,connection,893,492,1055,525
VID_3.mp4_frame_280.jpg,1920,1080,connection,636,436,758,451
MOVIE_1.mp4_frame_440.jpg,1080,1920,connection,541,874,623,886
VID_3.mp4_frame_240.jpg,1920,1080,connection,637,431,773,446
VID_11.mp4_frame_430.jpg,1920,1080,connection,823,494,991,518
MOVIE_1.mp4_frame_710.jpg,1080,1920,connection,544,880,628,900
VID_3.mp4_frame_40.jpg,1920,1080,connection,614,426,741,440
VID_10.mp4_frame_280.jpg,2160,3840,connection,996,2168,1246,2219
VID_10.mp4_frame_72.jpg,2160,3840,connection,996,2095,1250,2138
VID_10.mp4_frame_284.jpg,2160,3840,connection,987,2164,1253,2222
MOVIE_2.mp4_frame_1030.jpg,1080,1920,connection,480,834,568,852
MOVIE_1.mp4_frame_840.jpg,1080,1920,connection,555,887,638,903
VID_10.mp4_frame_128.jpg,2160,3840,connection,976,2125,1237,2166
20200529_101907.jpg,3024,4032,connection,1347,1785,1737,1890
VID_10.mp4_frame_84.jpg,2160,3840,connection,990,2102,1254,2140
20200529_101915.jpg,3024,4032,connection,1030,1760,1426,1856
VID_11.mp4_frame_40.jpg,1920,1080,connection,861,354,1027,381
20200529_101814.jpg,3024,4032,connection,1467,1697,1687,1745
20200529_101759.jpg,3024,4032,connection,1643,1227,2092,1296
MOVIE_1.mp4_frame_580.jpg,1080,1920,connection,542,868,622,879
MOVIE_3.mp4_frame_50.jpg,1080,1920,connection,513,817,604,838
VID_10.mp4_frame_164.jpg,2160,3840,connection,993,2132,1222,2187
VID_10.mp4_frame_50.jpg,2160,3840,connection,984,2090,1248,2134
VID_10.mp4_frame_40.jpg,2160,3840,connection,993,2076,1245,2113
20200529_101826.jpg,3024,4032,connection,1343,1164,1826,1248
VID_4.mp4_frame_130.jpg,1920,1080,connection,670,488,784,505
MOVIE_2.mp4_frame_1140.jpg,1080,1920,connection,505,834,598,857
VID_11.mp4_frame_450.jpg,1920,1080,connection,851,489,1023,514
VID_10.mp4_frame_20.jpg,2160,3840,connection,976,2055,1231,2110
MOVIE_3.mp4_frame_180.jpg,1080,1920,connection,508,825,598,847
VID_3.mp4_frame_450.jpg,1920,1080,connection,649,468,766,484
MOVIE_3.mp4_frame_310.jpg,1080,1920,connection,509,835,606,868
MOVIE_3.mp4_frame_190.jpg,1080,1920,connection,508,828,603,851
VID_3.mp4_frame_420.jpg,1920,1080,connection,636,463,758,482
MOVIE_1.mp4_frame_500.jpg,1080,1920,connection,530,874,613,886
MOVIE_2.mp4_frame_240.jpg,1080,1920,connection,491,876,589,894
VID_10.mp4_frame_92.jpg,2160,3840,connection,987,2102,1247,2150
VID_3.mp4_frame_670.jpg,1920,1080,connection,651,466,766,481
MOVIE_1.mp4_frame_320.jpg,1080,1920,connection,529,911,613,921
20200529_101738.jpg,3024,4032,connection,1482,2100,1745,2197
VID_3.mp4_frame_380.jpg,1920,1080,connection,635,456,759,476
VID_11.mp4_frame_170.jpg,1920,1080,connection,886,415,1057,433
MOVIE_2.mp4_frame_1080.jpg,1080,1920,connection,494,834,589,855
20200529_101830.jpg,3024,4032,connection,937,1497,1432,1593
MOVIE_1.mp4_frame_370.jpg,1080,1920,connection,538,913,618,924
VID_3.mp4_frame_30.jpg,1920,1080,connection,610,426,738,443
VID_3.mp4_frame_760.jpg,1920,1080,connection,653,466,769,482
20200529_102214(0).jpg,3024,4032,connection,1448,2058,1691,2115
MOVIE_3.mp4_frame_260.jpg,1080,1920,connection,501,839,592,864
20200529_102051.jpg,3024,4032,connection,1285,1804,1869,1916
20200529_101818(0).jpg,3024,4032,connection,1470,1630,1922,1723
MOVIE_1.mp4_frame_120.jpg,1080,1920,connection,503,915,586,929
VID_4.mp4_frame_50.jpg,1920,1080,connection,670,490,786,509
MOVIE_2.mp4_frame_1000.jpg,1080,1920,connection,483,836,574,855
VID_3.mp4_frame_350.jpg,1920,1080,connection,637,456,759,478
VID_11.mp4_frame_200.jpg,1920,1080,connection,879,426,1050,450
MOVIE_3.mp4_frame_250.jpg,1080,1920,connection,501,835,595,866
MOVIE_1.mp4_frame_860.jpg,1080,1920,connection,547,887,629,900
VID_11.mp4_frame_60.jpg,1920,1080,connection,869,368,1038,396
20200529_101834(0).jpg,3024,4032,connection,1193,1266,1685,1371
MOVIE_1.mp4_frame_330.jpg,1080,1920,connection,524,911,610,924
MOVIE_3.mp4_frame_80.jpg,1080,1920,connection,512,821,601,841
VID_10.mp4_frame_130.jpg,2160,3840,connection,976,2124,1235,2170
20200529_101743.jpg,3024,4032,connection,1312,1970,1607,2039
VID_10.mp4_frame_172.jpg,2160,3840,connection,977,2144,1243,2199
20200529_101756.jpg,3024,4032,connection,1414,1475,1847,1544
20200529_101820.jpg,3024,4032,connection,1693,1363,2185,1459
VID_10.mp4_frame_152.jpg,2160,3840,connection,983,2134,1232,2189
20200529_102040.jpg,3024,4032,connection,1407,1630,1974,1764
VID_11.mp4_frame_490.jpg,1920,1080,connection,865,502,1028,524
VID_3.mp4_frame_170.jpg,1920,1080,connection,637,442,762,458
20200529_101832.jpg,3024,4032,connection,1078,1434,1570,1530
VID_10.mp4_frame_188.jpg,2160,3840,connection,977,2165,1232,2216
VID_11.mp4_frame_180.jpg,1920,1080,connection,884,423,1056,446
20200529_101807.jpg,3024,4032,connection,1207,1086,1618,1153
20200529_101853.jpg,3024,4032,connection,1491,1868,1619,1894
MOVIE_1.mp4_frame_420.jpg,1080,1920,connection,545,882,625,893
20200529_101827.jpg,3024,4032,connection,1270,1533,1759,1630
20200529_101913(0).jpg,3024,4032,connection,1469,1823,1830,1908
MOVIE_3.mp4_frame_90.jpg,1080,1920,connection,505,822,602,843
VID_3.mp4_frame_710.jpg,1920,1080,connection,649,461,766,476
MOVIE_3.mp4_frame_790.jpg,1080,1920,connection,503,845,603,867
MOVIE_1.mp4_frame_830.jpg,1080,1920,connection,555,881,639,899
VID_11.mp4_frame_280.jpg,1920,1080,connection,879,447,1045,471
20200529_101933.jpg,3024,4032,connection,1533,1655,1903,1753
MOVIE_3.mp4_frame_20.jpg,1080,1920,connection,514,816,606,834
MOVIE_1.mp4_frame_300.jpg,1080,1920,connection,532,907,614,919
